# Water_Temp.Water_Temp@LACL_KIJILO_Q.EntireRecord.csv generated at 2020-11-03 12:50:07 (UTC-07:00) by AQUARIUS Time-Series 20.1.68.0
# 
# Time-series identifier: Water Temp.Water Temp@LACL_KIJILO_Q
# Location: Kijik Lake Outlet - Water Quantity
# UTC offset: (UTC+00:00)
# Value units: degC
# Value parameter: Water Temp
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from Beginning of Record to End of Record
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+00:00),Value,Approval Level,Grade,Qualifiers
2014-05-29T00:00:00Z,2014-05-29 00:00:00,8.644,Working,-1,
2014-05-29T01:00:00Z,2014-05-29 01:00:00,8.605,Working,-1,
2014-05-29T02:00:00Z,2014-05-29 02:00:00,8.533,Working,-1,
2014-05-29T03:00:00Z,2014-05-29 03:00:00,8.498,Working,-1,
2014-05-29T04:00:00Z,2014-05-29 04:00:00,8.432,Working,-1,
2014-05-29T05:00:00Z,2014-05-29 05:00:00,8.319,Working,-1,
2014-05-29T06:00:00Z,2014-05-29 06:00:00,8.232,Working,-1,
2014-05-29T07:00:00Z,2014-05-29 07:00:00,8.178,Working,-1,
2014-05-29T08:00:00Z,2014-05-29 08:00:00,8.189,Working,-1,
2014-05-29T09:00:00Z,2014-05-29 09:00:00,8.201,Working,-1,
2014-05-29T10:00:00Z,2014-05-29 10:00:00,8.227,Working,-1,
2014-05-29T11:00:00Z,2014-05-29 11:00:00,8.278,Working,-1,
2014-05-29T12:00:00Z,2014-05-29 12:00:00,8.366,Working,-1,
2014-05-29T13:00:00Z,2014-05-29 13:00:00,8.498,Working,-1,
2014-05-29T14:00:00Z,2014-05-29 14:00:00,8.584,Working,-1,
2014-05-29T15:00:00Z,2014-05-29 15:00:00,8.638,Working,-1,
2014-05-29T16:00:00Z,2014-05-29 16:00:00,8.656,Working,-1,
2014-05-29T17:00:00Z,2014-05-29 17:00:00,8.659,Working,-1,
2014-05-29T18:00:00Z,2014-05-29 18:00:00,8.603,Working,-1,
2014-05-29T19:00:00Z,2014-05-29 19:00:00,8.5,Working,-1,
2014-05-29T20:00:00Z,2014-05-29 20:00:00,8.371,Working,-1,
2014-05-29T21:00:00Z,2014-05-29 21:00:00,8.288,Working,-1,
2014-05-29T22:00:00Z,2014-05-29 22:00:00,8.184,Working,-1,
2014-05-29T23:00:00Z,2014-05-29 23:00:00,8.136,Working,-1,
2014-05-30T00:00:00Z,2014-05-30 00:00:00,8.15,Working,-1,
2014-05-30T01:00:00Z,2014-05-30 01:00:00,8.182,Working,-1,
2014-05-30T02:00:00Z,2014-05-30 02:00:00,8.132,Working,-1,
2014-05-30T03:00:00Z,2014-05-30 03:00:00,8.131,Working,-1,
2014-05-30T04:00:00Z,2014-05-30 04:00:00,8.103,Working,-1,
2014-05-30T05:00:00Z,2014-05-30 05:00:00,8.031,Working,-1,
2014-05-30T06:00:00Z,2014-05-30 06:00:00,7.999,Working,-1,
2014-05-30T07:00:00Z,2014-05-30 07:00:00,7.953,Working,-1,
2014-05-30T08:00:00Z,2014-05-30 08:00:00,7.952,Working,-1,
2014-05-30T09:00:00Z,2014-05-30 09:00:00,7.966,Working,-1,
2014-05-30T10:00:00Z,2014-05-30 10:00:00,8.037,Working,-1,
2014-05-30T11:00:00Z,2014-05-30 11:00:00,8.118,Working,-1,
2014-05-30T12:00:00Z,2014-05-30 12:00:00,8.155,Working,-1,
2014-05-30T13:00:00Z,2014-05-30 13:00:00,8.231,Working,-1,
2014-05-30T14:00:00Z,2014-05-30 14:00:00,8.302,Working,-1,
2014-05-30T15:00:00Z,2014-05-30 15:00:00,8.34,Working,-1,
2014-05-30T16:00:00Z,2014-05-30 16:00:00,8.23,Working,-1,
2014-05-30T17:00:00Z,2014-05-30 17:00:00,8.082,Working,-1,
2014-05-30T18:00:00Z,2014-05-30 18:00:00,7.734,Working,-1,
2014-05-30T19:00:00Z,2014-05-30 19:00:00,7.506,Working,-1,
2014-05-30T20:00:00Z,2014-05-30 20:00:00,7.345,Working,-1,
2014-05-30T21:00:00Z,2014-05-30 21:00:00,7.107,Working,-1,
2014-05-30T22:00:00Z,2014-05-30 22:00:00,7.36,Working,-1,
2014-05-30T23:00:00Z,2014-05-30 23:00:00,7.295,Working,-1,
2014-05-31T00:00:00Z,2014-05-31 00:00:00,7.224,Working,-1,
2014-05-31T01:00:00Z,2014-05-31 01:00:00,7.228,Working,-1,
2014-05-31T02:00:00Z,2014-05-31 02:00:00,7.244,Working,-1,
2014-05-31T03:00:00Z,2014-05-31 03:00:00,7.282,Working,-1,
2014-05-31T04:00:00Z,2014-05-31 04:00:00,7.205,Working,-1,
2014-05-31T05:00:00Z,2014-05-31 05:00:00,7.275,Working,-1,
2014-05-31T06:00:00Z,2014-05-31 06:00:00,7.301,Working,-1,
2014-05-31T07:00:00Z,2014-05-31 07:00:00,7.08,Working,-1,
2014-05-31T08:00:00Z,2014-05-31 08:00:00,6.726,Working,-1,
2014-05-31T09:00:00Z,2014-05-31 09:00:00,6.869,Working,-1,
2014-05-31T10:00:00Z,2014-05-31 10:00:00,7.337,Working,-1,
2014-05-31T11:00:00Z,2014-05-31 11:00:00,7.627,Working,-1,
2014-05-31T12:00:00Z,2014-05-31 12:00:00,8.093,Working,-1,
2014-05-31T13:00:00Z,2014-05-31 13:00:00,8.325,Working,-1,
2014-05-31T14:00:00Z,2014-05-31 14:00:00,8.242,Working,-1,
2014-05-31T15:00:00Z,2014-05-31 15:00:00,8.104,Working,-1,
2014-05-31T16:00:00Z,2014-05-31 16:00:00,8.205,Working,-1,
2014-05-31T17:00:00Z,2014-05-31 17:00:00,8.202,Working,-1,
2014-05-31T18:00:00Z,2014-05-31 18:00:00,8.242,Working,-1,
2014-05-31T19:00:00Z,2014-05-31 19:00:00,8.224,Working,-1,
2014-05-31T20:00:00Z,2014-05-31 20:00:00,8.178,Working,-1,
2014-05-31T21:00:00Z,2014-05-31 21:00:00,8.136,Working,-1,
2014-05-31T22:00:00Z,2014-05-31 22:00:00,8.048,Working,-1,
2014-05-31T23:00:00Z,2014-05-31 23:00:00,7.964,Working,-1,
2014-06-01T00:00:00Z,2014-06-01 00:00:00,7.888,Working,-1,
2014-06-01T01:00:00Z,2014-06-01 01:00:00,7.836,Working,-1,
2014-06-01T02:00:00Z,2014-06-01 02:00:00,7.811,Working,-1,
2014-06-01T03:00:00Z,2014-06-01 03:00:00,7.788,Working,-1,
2014-06-01T04:00:00Z,2014-06-01 04:00:00,7.773,Working,-1,
2014-06-01T05:00:00Z,2014-06-01 05:00:00,7.725,Working,-1,
2014-06-01T06:00:00Z,2014-06-01 06:00:00,7.672,Working,-1,
2014-06-01T07:00:00Z,2014-06-01 07:00:00,7.621,Working,-1,
2014-06-01T08:00:00Z,2014-06-01 08:00:00,7.626,Working,-1,
2014-06-01T09:00:00Z,2014-06-01 09:00:00,7.663,Working,-1,
2014-06-01T10:00:00Z,2014-06-01 10:00:00,7.76,Working,-1,
2014-06-01T11:00:00Z,2014-06-01 11:00:00,7.878,Working,-1,
2014-06-01T12:00:00Z,2014-06-01 12:00:00,7.984,Working,-1,
2014-06-01T13:00:00Z,2014-06-01 13:00:00,8.168,Working,-1,
2014-06-01T14:00:00Z,2014-06-01 14:00:00,8.388,Working,-1,
2014-06-01T15:00:00Z,2014-06-01 15:00:00,8.628,Working,-1,
2014-06-01T16:00:00Z,2014-06-01 16:00:00,8.878,Working,-1,
2014-06-01T17:00:00Z,2014-06-01 17:00:00,8.901,Working,-1,
2014-06-01T18:00:00Z,2014-06-01 18:00:00,8.951,Working,-1,
2014-06-01T19:00:00Z,2014-06-01 19:00:00,8.983,Working,-1,
2014-06-01T20:00:00Z,2014-06-01 20:00:00,8.987,Working,-1,
2014-06-01T21:00:00Z,2014-06-01 21:00:00,8.871,Working,-1,
2014-06-01T22:00:00Z,2014-06-01 22:00:00,8.592,Working,-1,
2014-06-01T23:00:00Z,2014-06-01 23:00:00,8.397,Working,-1,
2014-06-02T00:00:00Z,2014-06-02 00:00:00,8.218,Working,-1,
2014-06-02T01:00:00Z,2014-06-02 01:00:00,8.111,Working,-1,
2014-06-02T02:00:00Z,2014-06-02 02:00:00,8.01,Working,-1,
2014-06-02T03:00:00Z,2014-06-02 03:00:00,7.925,Working,-1,
2014-06-02T04:00:00Z,2014-06-02 04:00:00,7.859,Working,-1,
2014-06-02T05:00:00Z,2014-06-02 05:00:00,7.818,Working,-1,
2014-06-02T06:00:00Z,2014-06-02 06:00:00,7.827,Working,-1,
2014-06-02T07:00:00Z,2014-06-02 07:00:00,7.848,Working,-1,
2014-06-02T08:00:00Z,2014-06-02 08:00:00,7.928,Working,-1,
2014-06-02T09:00:00Z,2014-06-02 09:00:00,7.995,Working,-1,
2014-06-02T10:00:00Z,2014-06-02 10:00:00,8.292,Working,-1,
2014-06-02T11:00:00Z,2014-06-02 11:00:00,8.548,Working,-1,
2014-06-02T12:00:00Z,2014-06-02 12:00:00,8.714,Working,-1,
2014-06-02T13:00:00Z,2014-06-02 13:00:00,9.158,Working,-1,
2014-06-02T14:00:00Z,2014-06-02 14:00:00,9.503,Working,-1,
2014-06-02T15:00:00Z,2014-06-02 15:00:00,9.637,Working,-1,
2014-06-02T16:00:00Z,2014-06-02 16:00:00,10.035,Working,-1,
2014-06-02T17:00:00Z,2014-06-02 17:00:00,10.268,Working,-1,
2014-06-02T18:00:00Z,2014-06-02 18:00:00,10.307,Working,-1,
